Node,Depth,Value
B10,3,15
A6,4,20
B10,3,15
A7,4,20
B10,3,15
A8,4,20
B10,3,15
A9,4,20
B10,3,15
A10,4,20
B10,3,15
A11,4,20
B10,3,15
A4,2,29
B11,3,Infinity
A2,4,20
B11,3,20
A3,4,20
B11,3,20
A4,4,15
B11,3,15
A5,4,20
B11,3,15
A6,4,20
B11,3,15
A7,4,20
B11,3,15
A8,4,20
B11,3,15
A9,4,20
B11,3,15
A10,4,20
B11,3,15
A11,4,20
B11,3,15
A4,2,29
B9,1,29
A5,2,-Infinity
B2,3,Infinity
A2,4,19
B2,3,19
A3,4,19
B2,3,19
A4,4,19
B2,3,19
A5,4,14
B2,3,14
A6,4,19
B2,3,14
A7,4,19
B2,3,14
A8,4,19
B2,3,14
A9,4,19
B2,3,14
A10,4,19
B2,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,18
A11,4,18
A6,4,23
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B2,3,14
A5,2,14
B3,3,Infinity
A2,4,19
B3,3,19
A3,4,19
B3,3,19
A4,4,19
B3,3,19
A5,4,14
B3,3,14
A6,4,19
B3,3,14
A7,4,19
B3,3,14
A8,4,19
B3,3,14
A9,4,19
B3,3,14
A10,4,19
B3,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,18
A11,4,18
A6,4,23
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B3,3,14
A5,2,14
B4,3,Infinity
A2,4,19
B4,3,19
A3,4,19
B4,3,19
A4,4,19
B4,3,19
A5,4,14
B4,3,14
A6,4,19
B4,3,14
A7,4,19
B4,3,14
A8,4,19
B4,3,14
A9,4,19
B4,3,14
A10,4,19
B4,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,18
A11,4,18
A6,4,23
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B4,3,14
A5,2,14
B5,3,Infinity
A2,4,19
B5,3,19
A3,4,19
B5,3,19
A4,4,19
B5,3,19
A5,4,14
B5,3,14
A6,4,19
B5,3,14
A7,4,19
B5,3,14
A8,4,19
B5,3,14
A9,4,19
B5,3,14
A10,4,19
B5,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,18
A11,4,18
A6,4,23
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B5,3,14
A5,2,14
B6,3,Infinity
A2,4,19
B6,3,19
A3,4,19
B6,3,19
A4,4,19
B6,3,19
A5,4,14
B6,3,14
A6,4,19
B6,3,14
A7,4,19
B6,3,14
A8,4,19
B6,3,14
A9,4,19
B6,3,14
A10,4,19
B6,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,18
A11,4,18
A6,4,23
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B6,3,14
A5,2,14
B7,3,Infinity
A2,4,19
B7,3,19
A3,4,19
B7,3,19
A4,4,19
B7,3,19
A5,4,14
B7,3,14
A6,4,19
B7,3,14
A7,4,19
B7,3,14
A8,4,19
B7,3,14
A9,4,19
B7,3,14
A10,4,19
B7,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,18
A11,4,18
A6,4,23
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B7,3,14
A5,2,14
B8,3,-Infinity
B2,3,-Infinity
B2,3,Infinity
A2,4,26
B2,3,26
A3,4,26
B2,3,26
A4,4,26
B2,3,26
A5,4,21
B2,3,21
A6,4,26
B2,3,21
A7,4,26
B2,3,21
A8,4,26
B2,3,21
A9,4,26
B2,3,21
A10,4,26
B2,3,21
A11,4,26
B2,3,21
B2,3,21
B3,3,Infinity
A2,4,32
B3,3,32
A3,4,32
B3,3,32
A4,4,32
B3,3,32
A5,4,29
B3,3,29
A6,4,34
B3,3,29
A7,4,34
B3,3,29
A8,4,34
B3,3,29
A9,4,34
B3,3,29
A10,4,34
B3,3,29
A11,4,34
B3,3,29
B2,3,29
B4,3,Infinity
A2,4,32
B4,3,32
A3,4,32
B4,3,32
A4,4,34
B4,3,32
A5,4,29
B4,3,29
A6,4,34
B4,3,29
A7,4,34
B4,3,29
A8,4,34
B4,3,29
A9,4,34
B4,3,29
A10,4,34
B4,3,29
A11,4,34
B4,3,29
B2,3,29
B5,3,Infinity
A2,4,32
B5,3,32
A3,4,32
B5,3,32
A4,4,34
B5,3,32
A5,4,29
B5,3,29
A6,4,34
B5,3,29
A7,4,34
B5,3,29
A8,4,34
B5,3,29
A9,4,34
B5,3,29
A10,4,34
B5,3,29
A11,4,34
B5,3,29
B2,3,29
B6,3,Infinity
A2,4,32
B6,3,32
A3,4,34
B6,3,32
A4,4,34
B6,3,32
A5,4,29
B6,3,29
A6,4,34
B6,3,29
A7,4,34
B6,3,29
A8,4,34
B6,3,29
A9,4,34
B6,3,29
A10,4,34
B6,3,29
A11,4,34
B6,3,29
B2,3,29
B7,3,Infinity
A2,4,34
B7,3,34
A3,4,34
B7,3,34
A4,4,34
B7,3,34
A5,4,29
B7,3,29
A6,4,34
B7,3,29
A7,4,34
B7,3,29
A8,4,34
B7,3,29
A9,4,34
B7,3,29
A10,4,34
B7,3,29
A11,4,34
B7,3,29
B2,3,29
B8,3,Infinity
A2,4,27
B8,3,27
A3,4,27
B8,3,27
A4,4,27
B8,3,27
A5,4,22
B8,3,22
A6,4,27
B8,3,22
A7,4,27
B8,3,22
A8,4,27
B8,3,22
A9,4,27
B8,3,22
A10,4,27
B8,3,22
A11,4,27
B8,3,22
B2,3,29
B9,3,Infinity
A2,4,27
B9,3,27
A3,4,27
B9,3,27
A4,4,27
B9,3,27
A5,4,22
B9,3,22
A6,4,27
B9,3,22
A7,4,27
B9,3,22
A8,4,27
B9,3,22
A9,4,27
B9,3,22
A10,4,27
B9,3,22
A11,4,27
B9,3,22
B2,3,29
B10,3,Infinity
A2,4,34
B10,3,34
A3,4,34
B10,3,34
A4,4,34
B10,3,34
A5,4,29
B10,3,29
A6,4,34
B10,3,29
A7,4,34
B10,3,29
A8,4,34
B10,3,29
A9,4,34
B10,3,29
A10,4,34
B10,3,29
A11,4,34
B10,3,29
B2,3,29
B11,3,Infinity
A2,4,34
B11,3,34
A3,4,34
B11,3,34
A4,4,34
B11,3,34
A5,4,29
B11,3,29
A6,4,34
B11,3,29
A7,4,34
B11,3,29
A8,4,34
B11,3,29
A9,4,34
B11,3,29
A10,4,34
B11,3,29
A11,4,34
B11,3,29
B2,3,29
B8,3,29
B3,3,Infinity
A2,4,26
B3,3,26
A3,4,26
B3,3,26
A4,4,26
B3,3,26
A5,4,21
B3,3,21
A6,4,26
B3,3,21
A7,4,26
B3,3,21
A8,4,26
B3,3,21
A9,4,26
B3,3,21
A10,4,26
B3,3,21
A11,4,26
B3,3,21
B8,3,29
B4,3,Infinity
A2,4,26
B4,3,26
A3,4,26
B4,3,26
A4,4,26
B4,3,26
A5,4,21
B4,3,21
A6,4,26
B4,3,21
A7,4,26
B4,3,21
A8,4,26
B4,3,21
A9,4,26
B4,3,21
A10,4,26
B4,3,21
A11,4,26
B4,3,21
B8,3,29
B5,3,Infinity
A2,4,26
B5,3,26
A3,4,26
B5,3,26
A4,4,26
B5,3,26
A5,4,21
B5,3,21
A6,4,26
B5,3,21
A7,4,26
B5,3,21
A8,4,26
B5,3,21
A9,4,26
B5,3,21
A10,4,26
B5,3,21
A11,4,26
B5,3,21
B8,3,29
B6,3,Infinity
A2,4,26
B6,3,26
A3,4,26
B6,3,26
A4,4,26
B6,3,26
A5,4,21
B6,3,21
A6,4,26
B6,3,21
A7,4,26
B6,3,21
A8,4,26
B6,3,21
A9,4,26
B6,3,21
A10,4,26
B6,3,21
A11,4,26
B6,3,21
B8,3,29
B7,3,Infinity
A2,4,26
B7,3,26
A3,4,26
B7,3,26
A4,4,26
B7,3,26
A5,4,21
B7,3,21
A6,4,26
B7,3,21
A7,4,26
B7,3,21
A8,4,26
B7,3,21
A9,4,26
B7,3,21
A10,4,26
B7,3,21
A11,4,26
B7,3,21
B8,3,29
B8,3,Infinity
A2,4,21
B8,3,21
A3,4,21
B8,3,21
A4,4,21
B8,3,21
A5,4,16
B8,3,16
A6,4,21
B8,3,16
A7,4,21
B8,3,16
A8,4,21
B8,3,16
A9,4,21
B8,3,16
A10,4,21
B8,3,16
A11,4,21
B8,3,16
B8,3,29
B9,3,Infinity
A2,4,21
B9,3,21
A3,4,21
B9,3,21
A4,4,21
B9,3,21
A5,4,16
B9,3,16
A6,4,21
B9,3,16
A7,4,21
B9,3,16
A8,4,21
B9,3,16
A9,4,21
B9,3,16
A10,4,21
B9,3,16
A11,4,21
B9,3,16
B8,3,29
B10,3,Infinity
A2,4,26
B10,3,26
A3,4,26
B10,3,26
A4,4,26
B10,3,26
A5,4,21
B10,3,21
A6,4,26
B10,3,21
A7,4,26
B10,3,21
A8,4,26
B10,3,21
A9,4,26
B10,3,21
A10,4,26
B10,3,21
A11,4,26
B10,3,21
B8,3,29
B11,3,Infinity
A2,4,26
B11,3,26
A3,4,26
B11,3,26
A4,4,26
B11,3,26
A5,4,21
B11,3,21
A6,4,26
B11,3,21
A7,4,26
B11,3,21
A8,4,26
B11,3,21
A9,4,26
B11,3,21
A10,4,26
B11,3,21
A11,4,26
B11,3,21
B8,3,29
A5,2,29
B9,3,Infinity
A2,4,15
B9,3,15
A3,4,15
B9,3,15
A4,4,15
B9,3,15
A5,4,10
B9,3,10
A6,4,15
B9,3,10
A7,4,Infinity
A2,4,19
A7,4,19
A3,4,19
A7,4,19
A4,4,19
A7,4,19
A5,4,14
A7,4,14
A6,4,19
A7,4,14
A7,4,15
A7,4,14
A8,4,19
A7,4,14
A9,4,19
A7,4,14
A10,4,19
A7,4,14
A11,4,19
A7,4,14
B9,3,10
A8,4,16
B9,3,10
A9,4,16
B9,3,10
A10,4,16
B9,3,10
A11,4,16
B9,3,10
A5,2,29
B10,3,Infinity
A2,4,20
B10,3,20
A3,4,20
B10,3,20
A4,4,20
B10,3,20
A5,4,15
B10,3,15
A6,4,20
B10,3,15
A7,4,20
B10,3,15
A8,4,20
B10,3,15
A9,4,20
B10,3,15
A10,4,20
B10,3,15
A11,4,20
B10,3,15
A5,2,29
B11,3,Infinity
A2,4,20
B11,3,20
A3,4,20
B11,3,20
A4,4,20
B11,3,20
A5,4,15
B11,3,15
A6,4,20
B11,3,15
A7,4,20
B11,3,15
A8,4,20
B11,3,15
A9,4,20
B11,3,15
A10,4,20
B11,3,15
A11,4,20
B11,3,15
A5,2,29
B9,1,29
A6,2,-Infinity
B2,3,Infinity
A2,4,19
B2,3,19
A3,4,19
B2,3,19
A4,4,19
B2,3,19
A5,4,19
B2,3,19
A6,4,14
B2,3,14
A7,4,19
B2,3,14
A8,4,19
B2,3,14
A9,4,19
B2,3,14
A10,4,19
B2,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,18
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B2,3,14
A6,2,14
B3,3,Infinity
A2,4,19
B3,3,19
A3,4,19
B3,3,19
A4,4,19
B3,3,19
A5,4,19
B3,3,19
A6,4,14
B3,3,14
A7,4,19
B3,3,14
A8,4,19
B3,3,14
A9,4,19
B3,3,14
A10,4,19
B3,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,18
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B3,3,14
A6,2,14
B4,3,Infinity
A2,4,19
B4,3,19
A3,4,19
B4,3,19
A4,4,19
B4,3,19
A5,4,19
B4,3,19
A6,4,14
B4,3,14
A7,4,19
B4,3,14
A8,4,19
B4,3,14
A9,4,19
B4,3,14
A10,4,19
B4,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,18
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B4,3,14
A6,2,14
B5,3,Infinity
A2,4,19
B5,3,19
A3,4,19
B5,3,19
A4,4,19
B5,3,19
A5,4,19
B5,3,19
A6,4,14
B5,3,14
A7,4,19
B5,3,14
A8,4,19
B5,3,14
A9,4,19
B5,3,14
A10,4,19
B5,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,18
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B5,3,14
A6,2,14
B6,3,Infinity
A2,4,19
B6,3,19
A3,4,19
B6,3,19
A4,4,19
B6,3,19
A5,4,19
B6,3,19
A6,4,14
B6,3,14
A7,4,19
B6,3,14
A8,4,19
B6,3,14
A9,4,19
B6,3,14
A10,4,19
B6,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,18
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B6,3,14
A6,2,14
B7,3,Infinity
A2,4,19
B7,3,19
A3,4,19
B7,3,19
A4,4,19
B7,3,19
A5,4,19
B7,3,19
A6,4,14
B7,3,14
A7,4,19
B7,3,14
A8,4,19
B7,3,14
A9,4,19
B7,3,14
A10,4,19
B7,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,18
A11,4,18
A7,4,23
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B7,3,14
A6,2,14
B8,3,-Infinity
B2,3,-Infinity
B2,3,Infinity
A2,4,26
B2,3,26
A3,4,26
B2,3,26
A4,4,26
B2,3,26
A5,4,26
B2,3,26
A6,4,21
B2,3,21
A7,4,26
B2,3,21
A8,4,26
B2,3,21
A9,4,26
B2,3,21
A10,4,26
B2,3,21
A11,4,26
B2,3,21
B2,3,21
B3,3,Infinity
A2,4,32
B3,3,32
A3,4,32
B3,3,32
A4,4,32
B3,3,32
A5,4,34
B3,3,32
A6,4,29
B3,3,29
A7,4,34
B3,3,29
A8,4,34
B3,3,29
A9,4,34
B3,3,29
A10,4,34
B3,3,29
A11,4,34
B3,3,29
B2,3,29
B4,3,Infinity
A2,4,32
B4,3,32
A3,4,32
B4,3,32
A4,4,34
B4,3,32
A5,4,34
B4,3,32
A6,4,29
B4,3,29
A7,4,34
B4,3,29
A8,4,34
B4,3,29
A9,4,34
B4,3,29
A10,4,34
B4,3,29
A11,4,34
B4,3,29
B2,3,29
B5,3,Infinity
A2,4,32
B5,3,32
A3,4,32
B5,3,32
A4,4,34
B5,3,32
A5,4,34
B5,3,32
A6,4,29
B5,3,29
A7,4,34
B5,3,29
A8,4,34
B5,3,29
A9,4,34
B5,3,29
A10,4,34
B5,3,29
A11,4,34
B5,3,29
B2,3,29
B6,3,Infinity
A2,4,32
B6,3,32
A3,4,34
B6,3,32
A4,4,34
B6,3,32
A5,4,34
B6,3,32
A6,4,29
B6,3,29
A7,4,34
B6,3,29
A8,4,34
B6,3,29
A9,4,34
B6,3,29
A10,4,34
B6,3,29
A11,4,34
B6,3,29
B2,3,29
B7,3,Infinity
A2,4,34
B7,3,34
A3,4,34
B7,3,34
A4,4,34
B7,3,34
A5,4,34
B7,3,34
A6,4,29
B7,3,29
A7,4,34
B7,3,29
A8,4,34
B7,3,29
A9,4,34
B7,3,29
A10,4,34
B7,3,29
A11,4,34
B7,3,29
B2,3,29
B8,3,Infinity
A2,4,27
B8,3,27
A3,4,27
B8,3,27
A4,4,27
B8,3,27
A5,4,27
B8,3,27
A6,4,22
B8,3,22
A7,4,27
B8,3,22
A8,4,27
B8,3,22
A9,4,27
B8,3,22
A10,4,27
B8,3,22
A11,4,27
B8,3,22
B2,3,29
B9,3,Infinity
A2,4,27
B9,3,27
A3,4,27
B9,3,27
A4,4,27
B9,3,27
A5,4,27
B9,3,27
A6,4,22
B9,3,22
A7,4,27
B9,3,22
A8,4,27
B9,3,22
A9,4,27
B9,3,22
A10,4,27
B9,3,22
A11,4,27
B9,3,22
B2,3,29
B10,3,Infinity
A2,4,34
B10,3,34
A3,4,34
B10,3,34
A4,4,34
B10,3,34
A5,4,34
B10,3,34
A6,4,29
B10,3,29
A7,4,34
B10,3,29
A8,4,34
B10,3,29
A9,4,34
B10,3,29
A10,4,34
B10,3,29
A11,4,34
B10,3,29
B2,3,29
B11,3,Infinity
A2,4,34
B11,3,34
A3,4,34
B11,3,34
A4,4,34
B11,3,34
A5,4,34
B11,3,34
A6,4,29
B11,3,29
A7,4,34
B11,3,29
A8,4,34
B11,3,29
A9,4,34
B11,3,29
A10,4,34
B11,3,29
A11,4,34
B11,3,29
B2,3,29
B8,3,29
B3,3,Infinity
A2,4,26
B3,3,26
A3,4,26
B3,3,26
A4,4,26
B3,3,26
A5,4,26
B3,3,26
A6,4,21
B3,3,21
A7,4,26
B3,3,21
A8,4,26
B3,3,21
A9,4,26
B3,3,21
A10,4,26
B3,3,21
A11,4,26
B3,3,21
B8,3,29
B4,3,Infinity
A2,4,26
B4,3,26
A3,4,26
B4,3,26
A4,4,26
B4,3,26
A5,4,26
B4,3,26
A6,4,21
B4,3,21
A7,4,26
B4,3,21
A8,4,26
B4,3,21
A9,4,26
B4,3,21
A10,4,26
B4,3,21
A11,4,26
B4,3,21
B8,3,29
B5,3,Infinity
A2,4,26
B5,3,26
A3,4,26
B5,3,26
A4,4,26
B5,3,26
A5,4,26
B5,3,26
A6,4,21
B5,3,21
A7,4,26
B5,3,21
A8,4,26
B5,3,21
A9,4,26
B5,3,21
A10,4,26
B5,3,21
A11,4,26
B5,3,21
B8,3,29
B6,3,Infinity
A2,4,26
B6,3,26
A3,4,26
B6,3,26
A4,4,26
B6,3,26
A5,4,26
B6,3,26
A6,4,21
B6,3,21
A7,4,26
B6,3,21
A8,4,26
B6,3,21
A9,4,26
B6,3,21
A10,4,26
B6,3,21
A11,4,26
B6,3,21
B8,3,29
B7,3,Infinity
A2,4,26
B7,3,26
A3,4,26
B7,3,26
A4,4,26
B7,3,26
A5,4,26
B7,3,26
A6,4,21
B7,3,21
A7,4,26
B7,3,21
A8,4,26
B7,3,21
A9,4,26
B7,3,21
A10,4,26
B7,3,21
A11,4,26
B7,3,21
B8,3,29
B8,3,Infinity
A2,4,21
B8,3,21
A3,4,21
B8,3,21
A4,4,21
B8,3,21
A5,4,21
B8,3,21
A6,4,16
B8,3,16
A7,4,21
B8,3,16
A8,4,21
B8,3,16
A9,4,21
B8,3,16
A10,4,21
B8,3,16
A11,4,21
B8,3,16
B8,3,29
B9,3,Infinity
A2,4,21
B9,3,21
A3,4,21
B9,3,21
A4,4,21
B9,3,21
A5,4,21
B9,3,21
A6,4,16
B9,3,16
A7,4,21
B9,3,16
A8,4,21
B9,3,16
A9,4,21
B9,3,16
A10,4,21
B9,3,16
A11,4,21
B9,3,16
B8,3,29
B10,3,Infinity
A2,4,26
B10,3,26
A3,4,26
B10,3,26
A4,4,26
B10,3,26
A5,4,26
B10,3,26
A6,4,21
B10,3,21
A7,4,26
B10,3,21
A8,4,26
B10,3,21
A9,4,26
B10,3,21
A10,4,26
B10,3,21
A11,4,26
B10,3,21
B8,3,29
B11,3,Infinity
A2,4,26
B11,3,26
A3,4,26
B11,3,26
A4,4,26
B11,3,26
A5,4,26
B11,3,26
A6,4,21
B11,3,21
A7,4,26
B11,3,21
A8,4,26
B11,3,21
A9,4,26
B11,3,21
A10,4,26
B11,3,21
A11,4,26
B11,3,21
B8,3,29
A6,2,29
B9,3,Infinity
A2,4,15
B9,3,15
A3,4,15
B9,3,15
A4,4,15
B9,3,15
A5,4,15
B9,3,15
A6,4,10
B9,3,10
A7,4,Infinity
A2,4,19
A7,4,19
A3,4,19
A7,4,19
A4,4,19
A7,4,19
A5,4,19
A7,4,19
A6,4,14
A7,4,14
A7,4,15
A7,4,14
A8,4,19
A7,4,14
A9,4,19
A7,4,14
A10,4,19
A7,4,14
A11,4,19
A7,4,14
B9,3,10
A8,4,16
B9,3,10
A9,4,16
B9,3,10
A10,4,16
B9,3,10
A11,4,16
B9,3,10
A6,2,29
B10,3,Infinity
A2,4,20
B10,3,20
A3,4,20
B10,3,20
A4,4,20
B10,3,20
A5,4,20
B10,3,20
A6,4,15
B10,3,15
A7,4,20
B10,3,15
A8,4,20
B10,3,15
A9,4,20
B10,3,15
A10,4,20
B10,3,15
A11,4,20
B10,3,15
A6,2,29
B11,3,Infinity
A2,4,20
B11,3,20
A3,4,20
B11,3,20
A4,4,20
B11,3,20
A5,4,20
B11,3,20
A6,4,15
B11,3,15
A7,4,20
B11,3,15
A8,4,20
B11,3,15
A9,4,20
B11,3,15
A10,4,20
B11,3,15
A11,4,20
B11,3,15
A6,2,29
B9,1,29
A7,2,-Infinity
B2,3,Infinity
A2,4,19
B2,3,19
A3,4,19
B2,3,19
A4,4,19
B2,3,19
A5,4,19
B2,3,19
A6,4,19
B2,3,19
A7,4,14
B2,3,14
A8,4,19
B2,3,14
A9,4,19
B2,3,14
A10,4,19
B2,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,23
A11,4,23
A7,4,18
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B2,3,14
A7,2,14
B3,3,Infinity
A2,4,19
B3,3,19
A3,4,19
B3,3,19
A4,4,19
B3,3,19
A5,4,19
B3,3,19
A6,4,19
B3,3,19
A7,4,14
B3,3,14
A8,4,19
B3,3,14
A9,4,19
B3,3,14
A10,4,19
B3,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,23
A11,4,23
A7,4,18
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B3,3,14
A7,2,14
B4,3,Infinity
A2,4,19
B4,3,19
A3,4,19
B4,3,19
A4,4,19
B4,3,19
A5,4,19
B4,3,19
A6,4,19
B4,3,19
A7,4,14
B4,3,14
A8,4,19
B4,3,14
A9,4,19
B4,3,14
A10,4,19
B4,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,23
A11,4,23
A7,4,18
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B4,3,14
A7,2,14
B5,3,Infinity
A2,4,19
B5,3,19
A3,4,19
B5,3,19
A4,4,19
B5,3,19
A5,4,19
B5,3,19
A6,4,19
B5,3,19
A7,4,14
B5,3,14
A8,4,19
B5,3,14
A9,4,19
B5,3,14
A10,4,19
B5,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,23
A11,4,23
A7,4,18
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B5,3,14
A7,2,14
B6,3,Infinity
A2,4,19
B6,3,19
A3,4,19
B6,3,19
A4,4,19
B6,3,19
A5,4,19
B6,3,19
A6,4,19
B6,3,19
A7,4,14
B6,3,14
A8,4,19
B6,3,14
A9,4,19
B6,3,14
A10,4,19
B6,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,23
A11,4,23
A7,4,18
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B6,3,14
A7,2,14
B7,3,Infinity
A2,4,19
B7,3,19
A3,4,19
B7,3,19
A4,4,19
B7,3,19
A5,4,19
B7,3,19
A6,4,19
B7,3,19
A7,4,14
B7,3,14
A8,4,19
B7,3,14
A9,4,19
B7,3,14
A10,4,19
B7,3,14
A11,4,Infinity
A2,4,23
A11,4,23
A3,4,23
A11,4,23
A4,4,23
A11,4,23
A5,4,23
A11,4,23
A6,4,23
A11,4,23
A7,4,18
A11,4,18
A8,4,23
A11,4,18
A9,4,23
A11,4,18
A10,4,23
A11,4,18
A11,4,19
A11,4,18
B7,3,14
A7,2,14
B8,3,-Infinity
B2,3,-Infinity
B2,3,Infinity
A2,4,26
B2,3,26
A3,4,26
B2,3,26
A4,4,26
B2,3,26
A5,4,26
B2,3,26
A6,4,26
B2,3,26
A7,4,21
B2,3,21
A8,4,26
B2,3,21
A9,4,26
B2,3,21
A10,4,26
B2,3,21
A11,4,26
B2,3,21
B2,3,21
B3,3,Infinity
A2,4,32
B3,3,32
A3,4,32
B3,3,32
A4,4,32
B3,3,32
A5,4,34
B3,3,32
A6,4,34
B3,3,32
A7,4,29
B3,3,29
A8,4,34
B3,3,29
A9,4,34
B3,3,29
A10,4,34
B3,3,29
A11,4,34
B3,3,29
B2,3,29
B4,3,Infinity
A2,4,32
B4,3,32
A3,4,32
B4,3,32
A4,4,34
B4,3,32
A5,4,34
B4,3,32
A6,4,34
B4,3,32
A7,4,29
B4,3,29
A8,4,34
B4,3,29
A9,4,34
B4,3,29
A10,4,34
B4,3,29
A11,4,34
B4,3,29
B2,3,29
B5,3,Infinity
A2,4,32
B5,3,32
A3,4,32
B5,3,32
A4,4,34
B5,3,32
A5,4,34
B5,3,32
A6,4,34
B5,3,32
A7,4,29
B5,3,29
A8,4,34
B5,3,29
A9,4,34
B5,3,29
A10,4,34
B5,3,29
A11,4,34
B5,3,29
B2,3,29
B6,3,Infinity
A2,4,32
B6,3,32
A3,4,34
B6,3,32
A4,4,34
B6,3,32
A5,4,34
B6,3,32
A6,4,34
B6,3,32
A7,4,29
B6,3,29
A8,4,34
B6,3,29
A9,4,34
B6,3,29
A10,4,34
B6,3,29
A11,4,34
B6,3,29
B2,3,29
B7,3,Infinity
A2,4,34
B7,3,34
A3,4,34
B7,3,34
A4,4,34
B7,3,34
A5,4,34
B7,3,34
A6,4,34
B7,3,34
A7,4,29
B7,3,29
A8,4,34
B7,3,29
A9,4,34
B7,3,29
A10,4,34
B7,3,29
A11,4,34
B7,3,29
B2,3,29
B8,3,Infinity
A2,4,27
B8,3,27
A3,4,27
B8,3,27
A4,4,27
